buachaill	p u ə ç ɪ ʎ
buadhair	p u ə ɣ ɛ ɾʲ
buaidh	p u ə j
buail	p u ɪ l
buaile	b̥ u ə l ə
buain	b̥ ũ ə̃ ɲ
buair	p u ə ɾʲ
bualadh	p u ə l̪ˠ ə ɣ
buan	p u ə n
buannachadh	p u ə n̪ˠ ə x ə ɣ
buannaich	p u ə n̪ˠ ɪ ç
buidhe	b̥ u i
buidseachd	b u dʲ ʃ ə x ɡ
buille	b̥ u ʎ ə
buinne	p ɯ ɲ ə
buinneach	p u ɲ ə x
buinnig	p u ɲ ɪ kʲ
buinteanas	p u ɲ tʲ ə n ə s̪
bun	p u n
bunadh	p u n ə ɣ
buntainn	b̥ u n̪ˠ t̪ ɪ ɲ
buntàta	b̥ ə n̪ˠ d̥ aː h t̪ ə
burras	p ʊ rˠ ə s
bus	b̥ u s̪
bàgh	p aː ɣ
bàidh	p aː j
bàillidh	p aː ʎ i
bàirneach	p aː ɾʲ ɲ ə x
bàn	p aː n
bàrd	p aː rˠ ʃ t̪
bàrr	p aː rˠ
bàs	b̥ aː s̪
bàta	p aːʰ t̪ ə
bàth	p aː
bàthach	b̥ aː h a x
bàthadh	b̥ aː h ə ɣ
bàthchadh	b̥ aː x ə ɣ
bèicear	p ɛː ç kʲ ə ɾ
bìdh	b̥ e e
bìodach	p iː t ə x
bò	b̥ oː
bòc	p ɔː x k
bòcan	b̥ ɔː x k a n
bògas	p ɔː k ə s
bòid	b̊ ɔː d̊ʲ
bòidhchead	p ɔː ç ə t̪
bòidheach	b̥ u æ ə x
bòl	p ɔː ɫ̪
bòrd	b̥ ɔː rˠ s̪ t̪
bòstail	b̥ ɔː s̪ t̪ a l
bòtann	p ɔː h t ə n̪ˠ
bó	p oː
bùird	b̥ uː rˠ tʲ
bùrach	p uː r ə x
bùrn	p uː rˠ n̪ˠ
bùth	p uː
cab	kʰ a p
cabadaich	kʰ a p ə t̪ ɪ ç
cabanta	kʰ a p ə n̪ˠ t̪ ə
cabar	kʰ a p ə ɾ
cabhag	kʰ a f a k
cabhlach	kʰ a u l̪ˠ ə x
cabhsair	kʰ a u s̪ ɪ ɾʲ
cac	kʰ a x k
cachaileith	kʰ a x ə l ə
cadal	kʰ a t̪ ə l̪ˠ
cagair	kʰ a k ə ð
caidil	kʰ a tʲ ɪ l
caidlidh	kʰ a tʲ l i ɣ
caidreach	kʰ a tʲ ɾʲ ə x
caifean	k ɛ f a n
caifein	kʰ a f ɛ ɲ
cailc	kʰ a l ç c
caile	kʰ ɑ ʎ ə
caileag	kʰ a l a k
caill	kʰ a i ʎ
cailleach	kʰ a ʎ ə x
cailleachan	kʰ a ʎ a x ə n
caillte	kʰ a i ʎ tʰʲ ɪ
cainb	kʰ ɛ ɲ ɛ p
cainnt	kʰ ã ĩ ɲ dʲ
cairt	kʰ a rˠ ʃ tʲ
cairteal	kʰ a rˠ ʃ tʲ a l
caisteal	kʰ a ʃ tʲ ɛ l̪ˠ
cait	kʰ a h tʲ
caith	kʰ ɛ h
caitheamh	kʰ ɛ̃ h u
cala	kʰ a l̪ˠ ə
call	kʰ a u l̪ˠ
calltainn	kʰ a u ɫ̪ t̪ʰ ɪ ɲ
calma	kʰ a l̪ˠ a m ə
calman	kʰ a ɫ̪ a m a n
calpa	kʰ a l̪ˠ a h p ə
calpach	kʰ a l̪ˠ p ə x
cam	kʰ a u m
caman	k a m a n
camara	kʰ a m a ɾˠ a
campa	kʰ a u m pʰ ə
campadh	kʰ ã ũ m p ə ɣ
cana	kʰ a n ə
canaidh	kʰ a n ɪ
canail	kʰ a n a l
cangaru	kʰ a ŋ k ə ɾ u
cangaruthan	kʰ a ŋ k ə ɾ u h ə n
cantail	k a n d̪ a l
cantainn	kʰ ã h i ɲ
caoch	kʰ ɯː x
caochladh	kʰ ɯː x l̪ˠ a ɣ
caodachan	kʰ ɯː d ə x a n
caog	kʰ ɯː k
caogad	kʰ ɯː k ə t̪
caoidh	kʰ ɤ i
caoile	kʰ ɯː l ə
caoimhneas	kʰ ɯ i v ɲ ə s̪
caoin	kʰ ɯː ɲ
caoineadh	kʰ ɔː ɲ ə ɣ
caol	kʰ ɯː ɫ̪
caomh	kʰ ɯː v
caora	kʰ ɯː ɾ ə
caoraich	kʰ ɯː ɾ ɪ ç
capall	kʰ a h p ə l̪ˠ
car	kʰ a ɾ
caractar	kʰ a ɾ ə k t̪ ə ɾ
caraich	kʰ a ɾ ɪ ç
caraid	kʰ a ɾ ɪ tʲ
caran	kʰ a ɾ a n
carbad	kʰ a ɾ ə p a t̪
carbaid	kʰ a ɾ ə p ɛ tʲ
carraig	kʰ a rˠ ɪ c
carson	kʰ a rˠ s̪ ɔ n
carthannas	kʰ a rˠ ə n̪ˠ ə sˠ
cas	kʰ a s
casag	kʰ a s a k
casaid	k a s a dʲ
casan	kʰ a s̪ a n
casruisgte	kʰ a s̪ ɾ i ʃ kʲ
castan	kʰ a s̪ t̪ a n
cat	kʰ a h t̪
cath	k a h
cathadh	kʰ a f ə ɣ
cathair	kʰ a h ɪ ɾʲ
cathan	kʰ a h a n
cead	kʲʰ e t̪
ceangail	kʲʰ ɛ̃ a l
ceangailte	kʲʰ ɛ̃ ə l tʲ ə
ceangal	kʲʰ ã ə l̪ˠ
ceann	kʲʰ ã ũ n̪ˠ
ceannach	kʲʰ a n̪ˠ ə x
ceannaich	kʰʲ a n̪ˠ ɪ ç
ceannard	kʰʲ a n̪ˠ a ɾ ʃ t̪
ceannasach	kʰʲ a n̪ˠ ə s̪ ə x
ceannruisgte	kʲʰ ã ũ ɾ i ʃ kʲ
ceap	kʲʰ ɛ h p
ceapaire	kʲʰ e h p i ɾ ə
cearban	kʲʰ a ɾ a p a n
cearbanan	kʲʰ a ɾ a p a n ə n
cearc	kʲʰ ɛ ɾ k
cearclach	kʰʲ ɛ r x k l̪ˠ ə x
cearrag	kʲʰ a rˠ a k
ceart	kʲʰ a rˠ s̪ t̪
ceatal	kʲʰ ɛ h t̪ ə l̪ˠ
ceatharnach	cʰ ɛ h ə rˠ n̪ˠ ə x
ceathrad	cʰ ɛ ɾ ə t̪
ceathramh	kʲʰ ɛ ɾ u
ceathrar	kʲʰ æ ɾ ɪ ɾʲ
ceathraran	kʰʲ ɛ ɾ ə ɾ ə n
ceilp	cʰ e l p
ceilpe	cʰ e l p ə
ceist	kʲʰ e ʃ tʲ
ceistean	cʰ e ʃ tʲ ə n
ceithir	kʲʰ e h ə ð
ceud	kʰʲ i ə t̪
ceudamh	kʰʲ eː t̪ ə v
ceudna	kʲʰ eː t̪ n ə
ceum	kʰʲ eː m
ceàrd	cʰ aː rˠ t̪
ceàrn	cʰ aː rˠ n̪ˠ
ceàrnach	kʰʲ aː rˠ n̪ˠ ə x
ceàrr	kʲʰ aː rˠ
ceò	kʰʲ ɔː
ceòl	kʲʰ e ɔː l̪ˠ
ceòthach	kʲ ɔː ə x
cha	x a
chabar	x a p ə ɾ
chac	x a x k
chaidh	x a
chaidil	x a tʲ ɪ l
chaidreach	x a tʲ ɾʲ ə x
chaill	x a i ʎ
chaillte	x a i ʎ tʰʲ ɪ
chait	x ɛʰ tʲ
chaitheamh	x ɛ h ə v
chala	x a l̪ˠ ə
chamara	x a m a ɾˠ a
chan	x a n
chaneil	χ a n j e l
chaol	x ɯː ɫ̪
chapall	x a h p ə l̪ˠ
char	x a
charactar	x a ɾ ə k t̪ ə ɾ
chathair	x a h ɪ ɾʲ
cheana	ç ɛ n ə
cheannaich	ç a n̪ˠ ɪ ç
chearc	ç ɛ rˠ x k
chiad	ç i ə̯ t̪
chian	xʲ i a n
chiar	çʰ i a ɾ
chidsin	ç i tʲ ʃ ɪ n
chill	ç iː ʎ
chirce	ç i ɾ̥ c ə
chlach	x l̪ˠ a x
chladhaire	x l̪ˠ ɤ ɪ ɾʲ ə
chlas	x l̪ˠ a s̪
chliabh	x l i ə v
chluig	x l̪ˠ u kʲ
chlì	x l iː
chnoc	x ɾ ɔ̃ x k
cho	x ɔ
choin	x ɔ ɲ
choinneamh	x ɤ ɲ ə v
choire	x ɔ ɾʲ ə
cholann	x ɔ l̪ˠ ə n̪ˠ
chom	x ɔ u m
chompanaidh	x ɔ̃ ũ m p ə n ɪ
chon	x ɔ n
chona	x ɔ n a
chor	x ɔ ɾ
chorp	x ɔ ɾ p
chorrach	x ɔ rˠ ə x
chostag	x ɔ s t̪ a k
chostagan	x ɔ s t̪ a k a n
chostaige	x ɔ s t̪ ɛ kʲ ə
chraiceann	x ɾ a x k ə n̪ˠ
chrann	x ɾ a u̯ n̪ˠ
chrannachan	x ɾ a n̪ˠ ə x a n
chreach	ç ɾʲ ɛ x
chreid	ç ɾʲ e tʲ
chruach	x ɾ u ə x
chruaidh	x ɾ u ə j
chruth	x ɾ u h
chuairt	x u ə rˠ ʃ tʲ
chuala	x u ə l̪ˠ ə
chuan	x u a n
chudromach	x u t̪ r ə m ə x
chumail	x u m a l
chun	x o n
chunna	x u n̪ˠ ə
chunnacas	x u n̪ˠ u x k ə s̪
chunnaic	h ɛ n̪ˠ i kʲ
chunnt	x ũː n̪ˠ t̪
chus	x u s̪
chàirdean	x aː rˠ tʲ ə n
chì	ç i
chòir	x ɔː ɾʲ
chù	x uː
chùirt	x uː rˠ ʃ tʲ
chùm	x uː m
ciad	kʲʰ i ə t̪
ciall	kʰʲ i a ɫ̪
ciallach	kʰʲ i ə l̪ˠ ə x
ciallachadh	cʰ i ə l̪ˠ ə x ə ɣ
ciallaich	cʰ i ə l̪ˠ ɪ ç
ciamar	kʰ a m a ɾ
cian	kʰʲ i a n
ciar	cʰ i a ɾ
cidhe	cʰ i ə
cidsin	kʲʰ i tʲ ʃ ɪ n
cill	cʰ iː ʎ
cinn	kʲʰ iː ɲ
cinnte	kʰʲ ĩː ɲ tʲ ə
cinnteach	kʲʰ i ɲ dʲ ʒ ə x
cion	cʰ i n
cionn	kʲʰ ũː n̪ˠ
cionnas	kʰʲ ũ n̪ˠ ə s̪
ciontach	cʰ i n̪ˠ t̪ ə x
cipean	kʲʰ i ç p a ɲ
ciùil	kʰʲ uː l
ciùin	kʲʰ ũː ɲ
ciùrr	kʰʲ uː rˠ
ciùrradh	kʰʲ uː rˠ ə ɣ
clach	kʰ l̪ˠ a x
clachair	kʰ l̪ˠ a x ɛ ɾʲ
clachan	kʰ l̪ˠ a x a n
cladh	kʰ l̪ˠ ɤ ɣ
cladhach	kʰ l̪ˠ ɤ ə x
cladhaire	kʰ l̪ˠ ɤ ɪ ɾʲ ə
clag	kʰ l̪ˠ a k
claidheamh	k l̪ˠ a i u
claigeann	kʰ l̪ˠ a kʲ ə n̪ˠ
clais	kʰ l̪ˠ a ʃ
clamhan	kʰ l̪ˠ a v a n
clann	kʰ l̪ˠ ã ũ n̪ˠ
claon	kʰ l̪ˠ ɯː n
clas	kʰ l̪ˠ a s̪
cleachd	kʰ l ɛ x k
cleachdadh	kʰ l ɛ x k ə ɣ
cleas	kʰ l e s
cleasaiche	kʰ l e s̪ ɪ ç ə
cleiteag	k ʎ eː h tʲ a k
cliabh	kʰ l i ə v
cliath	kʰ l i ə
cliop	kʰ l ə p
clis	kʰ l i ʃ
cliù	kʰ l i u
cliùiteach	kʰ l uː h tʲ ə x
clobha	kʰ l̪ˠ o u
clobhd	kʰ l̪ˠ ɔ u t̪
clogaid	kʰ l̪ˠ ɔ k a dʲ
cloich	kʰ l̪ˠ a ç
cloiche	kʰ l̪ˠ a ç
cloicheadh	kʰ l̪ˠ a ç ə ɣ
cloinn	kʰ l̪ˠ ɤ i̯ ɲ
cloinne	kʰ l̪ˠ ɯ ɲ ə
cloinneadh	kʰ l̪ˠ ɤ ɲ ə ɣ
cluain	kʰ l̪ˠ u ə ɲ
cluich	kʰ l̪ˠ u ç
cluichd	kʰ l̪ˠ u ç kʲ
cluiche	kʰ l̪ˠ u ç ə
cluicheadair	kʰ l̪ˠ u ç ə t ɛ rʲ
cluig	kʰ l̪ˠ u kʲ
cluigean	kʰ l̪ˠ u kʲ a n
cluigeanan	kʰ l̪ˠ u kʲ a n ə n
cluigein	kʰ l̪ˠ u kʲ ɛ n
cluinneadh	k ɫ̪ ɯ ɲ ə ɣ
cluinnteil	kʰ l̪ˠ u i ɲ dʲ ʒ a l
cluinntinn	kʰ l̪ˠ u i ɲ dʲ ʒ i ɲ
clàbar	kʰ l̪ˠ aː p ə ɾ
clàdan	kʰ l̪ˠ aː t̪ a n
clàideag	kʰ l̪ˠ aː tʲ a k
clàrsair	kʰ l aː ɻ ʂ ɛ ɾʲ
clì	kʰ l iː
clòimh	kʰ l̪ˠ ũ ã j
clòimhdeag	kʰ l̪ˠ ɔ̃ː tʲ a k
clòimhe	kʰ l̪ˠ ɔ̃ː j ə
clòimheadh	kʰ l̪ˠ ɛ̃ː ə ɣ
clòimhean	kʰ l̪ˠ ɔ̃ː j ə n
clòimhneag	kʰ l̪ˠ ɔ̃ː ɲ a k
cnag	kʰ ɾ ã k
cnagadh	kʰ ɾ ã k ə ɣ
cnap	kʰ ɾ ã h p
cnatan	kʰ ɾ ã h t a n
cneap	k ɾ e h p
cneas	kʰ ɾʲ ẽ s̪
cneasda	kʰʲ rʲ e s̪ t̪ ə
cneasta	k rʲ e s̪ t̪ ə
cnoc	kʰ ɾ õʰ k
cnuimh	kʰ ɾ ũ j
cnuimheag	kʰ ɾ ɛ̃ a k
cnàg	kʰ ɾ̃ ãː k
cnàimh	kʰ ð ɛ̃ː v
cnàimhean	kʰ ɾ ãː i n
cnàmh	kʰ ɾ ãː v
cnàmhan	kʰ ɾ ã u ə n
cnàmhlach	kʰ rˠ ãː v l̪ˠ ə x
cnèatag	kʰ ɾ i aʰ t̪ʰ a k
cnò	kʰ ɾ õː
cnòthan	k ɾ ɔː ə n
cobhan	kʰ o a n
cochall	kʰ ɔ x ə l̪ˠ
cofaidh	kʰ ɔ f ɪ
cofhurtachd	kʰ ɔ̃ v ə rˠ s̪ t̪ ə x k
cofhurtail	kʰ ɔ̃ v ə rˠ s̪ t̪ a l
cogadh	kʰ o k ə ɣ
coibhneil	kʰ ɤ i ɲ a l
coigreach	kʰ ɔ kʲ i ɾ ə x
coileach	kʰ a l ə x
coileanta	kʰ ɔ l ə n̪ˠ t̪
coille	kʰ ɤ ʎ ə
coilleadh	kʰ ɤ ʎ ə ɣ
coilleag	kʰ ɤ ʎ a k
coillidh	kʰ ɤ ʎ i
coilltean	kʰ ɤ i ʎ tʲ ə n
coimheach	kʰ ɔ j ə x
coimhead	kʰ õ a t̪
coimhearsnach	kʰ ɔ i rˠ s̪ n ə x
coimhearsnachd	kʰ ɔ̃ i ə rˠ s̪ n ə x k
coimpiutair	kʰ ə m pʰ j u tʰ ə ɾʲ
coin	kʰ ɔ ɲ
coinean	kʰ ɔ ɲ a n
coineanach	kʰ ɔ ɲ a n ə x
coineanaich	kʰ ɔ ɲ a n ɪ ç
coineanan	kʰ ɔ ɲ a n ə n
coinein	kʰ ɔ ɲ ɛ n
coinneal	kʰ ã ĩ ə l̪ˠ
coinneamh	kʰ o ɲ u
coinnlear	k ɤ̃ ĩ ɲ ʎ ɛ r
coirb	kʰ ɤ ɾʲ e p
coirce	kʰ ɔ ɾ̥ k
coire	kʰ a ð ə
coireach	kʰ a ð ə x
cois	kʰ o ʃ
coise	kʰ o ʃ ə
coiseachd	kʰ o ʃ a x k
coiseadh	kʰ o ʃ ə ɣ
coisridh	k ɔ ʃ ɾ iː
coisrig	kʰ ɔ ʃ ɾʲ ɪ c
coitcheann	kʰ a h tʲ ç ə n̪ˠ
coitheanal	kʰ ɔ j h i n a l̪ˠ
colainn	kʰ ɔ l̪ˠ ə ɲ
colaiste	kʰ ɔ ɫ̪ ɪ ʃ tʲ ə
colann	kʰ ɔ l̪ˠ ə n̪ˠ
coll	kʰ ɔ u l̪ˠ
coltach	kʰ o l̪ˠ t̪ʰ ə x
coltas	k o l̪ˠ ə s
com	kʰ ɔ u m
coma	kʰ o m ə
comain	kʰ o m ɛ ɲ
comann	kʰ o m ə n̪ˠ
comannach	kʰ o m ə n̪ˠ ə x
comas	kʰ o m ə s̪
comasach	kʰ o m ə s̪ ə x
comhairle	kʰ õ ə rˠ l
comhaois	kʰ ɔ ɯː ʃ
comharra	kʰ ɔ ə rˠ ə
companaidh	kʰ ɔ̃ ũ m p ə n ɪ
con	kʰ ɔ n
cona	kʰ ɔ n a
connadh	kʰ o n̪ˠ ə ɣ
connsachail	kʰ ɔ̃ ũ n̪ˠ s̪ ə x a l
connspaideach	kʰ ɔ̃ ũ n̪ˠ s̪ p ɪ tʲ ə x
connspeach	kʰ ɔ̃ i s p ɛ ɔ x
conntraigh	kʰ ã ũ n̪ˠ d̪ ɾ æ j
consan	kʰ ɔ n s̪ a n
cop	kʰ ɔ h p
copan	kʰ o h p ɑ n
copar	kʰ ɔ h p ə ɾ
cor	kʰ ɔ ɾ
corp	kʰ ɔ ɾ p
corra	kʰ ɔ rˠ ə
corrach	kʰ ɔ rˠ ə x
corrag	kʰ ɔ rˠ a k
corran	kʰ ɔ rˠ a n
cosail	kʰ ɔ s̪ a l
cosg	kʰ ɔ s̪ k
cosgais	k o s ɡ ɪ ʃ
cosnadh	kʰ ɔ s̪ n̪ˠ ə ɣ
costag	kʰ ɔ s t̪ a k
costagan	kʰ ɔ s t̪ a k a n
costaige	kʰ ɔ s t̪ ɛ kʲ ə
cothrom	kʰ ɔ rˠ ə m
cothromach	kʰ ɔ rˠ ə m ə x
craic	kʰ ɾ ɛ ç c
craiceann	kʰ ɾ a x k ə n̪ˠ
craicte	kʰ r ɛ ç dʲ ə
crann	kʰ ɾ ã n̪ˠ
crannachan	kʰ ɾ a n̪ˠ ə x a n
crannchur	kʰ ɾ a n̪ˠ a x ə ɾ
craobh	kʰ ɾ ɯː v
craobhan	kʰ ɾ ɯː v ə n
craoibh	kʰ ɾ u i v
craoibhe	kʰ ɾ u i j ə ɣ
craol	kʰ ɾ ɯː l̪ˠ
craoladair	kʰ ɾ ɯː l̪ˠ ə t̪ ɛ ɾʲ
craoladh	kʰ ɾ ɯː l̪ˠ ə ɣ
craos	kʰ ɾ ɯː s̪
craosach	kʰ ɾ ɯː s̪ ə x
crath	kʰ ɾ a h
creach	kʲʰ ɾʲ ɛ x
creag	kʰ ɾ e k
creagan	kʰ ɾ e k ə n
creamh	kʰ ɾʲ ɛ̃ v
creid	kʰ ð ɤ tʲ
creideamh	kʰ ɾ ɤ tʲ u
creidmheach	kʰ ɾʲ e tʲ v ə x
creidse	kʰ ð ɤ t ʃ
creidsinn	kʰ ð ɤ d̥ʲ ʃ i ɲ
creutair	k ð eːʰ t̪ ə ɾ
criadhadaireachd	kʲʰ ɾʲ i a ə t̪ ɪ ɾʲ ə x k
cridhe	kʰ ɾʲ i ə
cridheil	kʰ ɾʲ i a l
crios	kʰ ð i s̪
crith	kʰ ɾʲ i h
critheann	kʰ ɾʲ i h ə n̪ˠ
crithinn	kʰ ɾʲ i h ɪ ɲ
croch	kʰ ɾ ɔ x
crodh	kʰ ɾ o h
crogall	kʰ ɾˠ o k ə l̪ˠ
crois	kʰ ɾ ɔ ʃ
croit	kʰ ɾ a h tʲ
croladh	kʰ ɾ ɔ l̪ˠ ə ɣ
crolaidh	kʰ ɾ ɔ l̪ˠ ɪ
crom	kʰ ɾ ɔ u m
cromach	k r o m ə x
cronaich	kʰ ɾ ɔ n ɪ ç
crosta	kʰ ɾ ɔ s̪ t̪ ə
crotach	kʰ ɾ ɔ h t̪ ə x
crotal	kʰ ɾ ɔʰ t̪ ə l̪ˠ
cruach	kʰ ɾ u ə x
cruachan	kʰ ɾ u ə x a n
cruadhtan	kʰ ɾ u ə j t̪ a n
cruaidh	kʰ ɾ u ə j
cruidh	kʰ ɾ ɯ j
cruinn	kʰ r u ɪ ɲ
cruinne	kʰ ɾ ɯ ɲ ə
cruinneachadh	kʰ ɾ ɯ̃ ɲ ə x ə ɣ
cruithneachd	kʰ ɾ i n ə x k
cruth	k ɾ u h
cruthachail	kʰ ɾ u h ə x a l
cruthaich	kʰ ɾ u h ɪ ç
cràbhach	kʰ r aː v ə x
cràbhachd	kʰ r aː v ə x k
cràbhadh	kʰ r aː v ə ɣ
cràin	kʰ ɾ aː ɲ
crè	kʰ r ɛː
crìoch	kʰ ɾʲ i ə x
crìon	kʰ ɾʲ i ə n
cròileagan	k r ɔː l a ɡ a n
cròilean	kʰ ɾ ɔː l a n
crùbag	kʰ ɾ uː p a k
crùn	k r uː n
cuach	kʰ u ə x
cuain	kʰ u ə ɲ
cuairt	kʰ u ə rˠ ʃ tʲ
cuala	kʰ u ə l̪ˠ ə
cuan	kʰ u a n
cudrom	kʰ u t̪ r ə m
cudromach	kʰ u t̪ ɾ ə m ə x
cuibhle	kʰ ɤ i l ə
cuid	kʰ u tʲ
cuideachadh	kʰ u tʲ ə x ə ɣ
cuideachail	kʰ u tʲ ə x a l
cuideachd	kʰ u tʲ ə x k
cuideam	kʰ u tʲ ə m
cuideigin	kʰ u tʲ i kʲ i ɲ
cuidich	kʰ u tʲ ɪ ç
cuigeal	kʰ ɔ c ə l̪ˠ
cuileag	kʰ u l a k
cuilean	kʰ u l a n
cuileann	kʰ u l ə n̪ˠ
cuimhne	kʰ u i n ə
cuimhneachadh	kʰ u i ɲ ə x ə ɣ
cuin	kʰ u ɲ
cuine	kʰ u ɲ ə
cuing	kʰ ɯ̃ ĩ ŋʲ kʲ
cuip	kʰ u ç p
cuir	kʰ u ɾʲ
cuireadh	kʰ u ɾʲ ə ɣ
cuiridh	kʰ u ɾʲ i
cuisle	kʰ u ʃ l ə
cuislean	kʰ u ʃ l a n
culaidh	kʰ u l̪ˠ ɪ
cullach	kʰ u l̪ˠ ə x
cultarach	kʰ u l̪ˠ t̪ ə ɾ ə x
cum	kʰ uː m
cumail	kʰ u m a l
cumanta	kʰ u m ə n̪ˠ t̪ ə
cumha	kʰ ũ ə
cumhachd	kʰ õ a x k
cumhachdach	kʰ ũ ə x ɡ ə x
cumhang	kʰ ũ u k
cunnartach	kʰ u n̪ˠ ə rˠ ʃ t ə x
cunnt	kʰ ũː n̪ˠ t̪
cunntadh	kʰ ũː n̪ˠ t̪ ə ɣ
cunntas	kʰ uː n̪ˠ t̪ ə s̪
cupa	kʰ u h p ə
cupan	kʰ u h p a n
curran	kʰ u rˠ a n
cus	kʰ u s̪
cà	kʰ aː
càball	kʰ aː p ə l̪ˠ
càch	kʰ aː x
càil	kʰ aː l
càin	kʰ aː ɲ
càineadh	kʰ aː ɲ ə ɣ
càirdeach	kʰ aː r tʲ ə x
càirdean	kʰ aː rˠ tʲ ə n
càirdeil	kʰ aː r tʲ a l
càirich	kʰ aː ɾʲ ɪ ç
càise	kʰ aː ʃ ə
càit	kʰ aː h tʲ
càit'	kʰ aː h tʲ
càite	kʰ aː h tʲ ə
càl	kʰ aː l̪ˠ
càmhal	k ãː ə l̪ˠ
cànan	kʰ ãː n a l
càr	kʰ aː ɾ
càrn	kʰ aː rˠ n̪ˠ
càrnadh	kʰ aː ɾ n ə ɣ
cè	kʲʰ eː
cèic	k ɛː ç kʰ
cèile	kʲʰ eː l ə
cèilidh	kʲʰ eː l i
cèireach	kʰʲ eː ɾʲ ə x
cèis	cʰ eː ʃ
cìl	kʰʲ iː l
cìobair	kʲʰ iː p ɛ ɾʲ
cìoch	kʰʲ i ə x
cìr	kʰʲ iː ɾʲ
cò	k o
còcaire	kʰ ɔː x k ə ɾʲ ə
còcaireachd	kʰ ɔː x k ɛ ɾʲ ə x k
còig	kʰ oː kʲ
còignear	kʰ oː kʲ n ə ɾ
còir	kʰ ɔː ð
còmhdhail	kʰ ɔ̃ː ə l
còmhla	kʰ õː l̪ˠ a ɣ
còmhlan	kʰ ɔ̃ː l̪ˠ a n
còmhnard	kʰ ɔ̃ː n ə rˠ d
còmhradh	kʰ õː ɾ a ɣ
còmhrag	kʰ ɔ̃ː ɾ a k
còmhstri	kʰ ɔ̃ː s̪ t̪ ɾ i
còrr	kʰ ɔː rˠ
cóigneir	kʰ oː kʲ ə ɾʲ
cù	kʰ uː
cùbhraidh	kʰ uː rˠ i
cùirt	kʰ uː rˠ ʃ tʲ
cùirtear	kʰ uː rˠ ʃ tʲ ə ɾ
cùis	kʰ uː ʃ
cùiseach	kʰ uː ʃ ə x
cùl	kʰ uː ɫ̪
cùm	kʰ u m
cùram	kʰ uː ɾ ə m
cùramach	kʰ uː ɾ ə m ə x
d'	tʲ
da	t̪ a
dachaigh	t̪ a x ɪ
dad	d̪̊ a t̪
dadamach	d a d ə m ə x
daga	d̪̊ a k ə
daibh	t̪ a i̯
daibhsan	t̪ a i̯ v s̪ ə n
daimh	d̪̊ ɛ̃ j
daingeann	d̪̊ a i ə n̪ˠ
dair	t̪ a ɾʲ
dall	d̪̊ a l̪ˠː
dallag	t a ɫ̪ a k
dalm	d a l̪ˠ a m
dalma	d a l̪ˠ a m ə
damh	d̪̊ ã v
danns	d̪̊ ã ũ s̪
dannsa	t̪ ã ũ n̪ˠ s̪ ə
dannsadh	d̪̊ ã ũ s̪ ə ɣ
dannsair	t ã ũ n̪ˠ s̪ ɛ ɾʲ
daoine	d̪̊ ɤ̃ː ɲ ə
daol	t̪ ɯː l̪ˠ
daonnan	t̪ ɯː n̪ˠ a n
daor	t̪ ɯː ɾ
daorach	t ɯː ɾ ə x
dar	t̪ a r
darach	t̪ a ɾ ə x
daraich	t̪ a ɾ ɪ ç
dath	t a h
dathach	t̪ a h ə x
deagh	d̥ ʒ oː
dealaich	dʲ a lˠ i ç
dealain	tʲ a l̪ˠ ɛ ɲ
dealan	d̥ʲ a l̪ˠ a n
dealanach	d̥ʲ a l̪ˠ a n ə x
dealanaich	tʲ a l̪ˠ a n ə xʲ
dealanan	tʲ a l̪ˠ a n̪ˠ ə n̪ˠ
dealbh	d̥ ʒ a l̪ˠ a v
dealbhadair	tʲ a l̪ˠ a v ə t ɛ ɾʲ
dealg	tʲ a l̪ˠ a k
dealgan	tʲ a l̪ˠ a k a n
dealt	d̥ ʒ a l̪ˠ t̪
dealuich	dʲ a lˠ i ç
deamhan	tʲ ã ũ a n
deamhas	d̥ ʒ ɛ̃ ũ i ʃ
deanntag	d̥ ʒ ã ũ n̪ˠ a k
dearc	tʲ ɛ ɾ ç kʲ
dearcag	tʲ ɛ ɾ ç kʲ a k
dearg	d̥ ʒ ɛ ɾ a k
dearmad	tʲ ɛ ɾ ɛ m ə t̪
dearrs	tʲ aː rˠ s̪
dearrsadh	t̪ʲ aː rˠ s̪ ə ɣ
deas	d̥ʲ e s̪
deasg	tʲ ɛ s̪ k
deatach	tʲ ɛ h t̪ ə x
deathach	d̥ ʒ e h a x
deich	d̥ʲ e ç
deicheach	dʲ e ç ə x
deichnear	dʲ e ç n ə ɾ
deichnearan	tʲ e ç n ə ɾ ə n
deichneir	tʲ e ç n ə ɾʲ
deifir	d̥ ʒ e f ə ɾ
deigh	d̥ʲ e ʝ
deilbh	tʲ e l e v
deilgneach	tʲ e l e c n ə x
deireadh	d̥ ʒ e ɾʲ ə ɣ
deireannach	tʲ e ɾʲ ə n̪ˠ ə x
deirge	tʲ e ɾʲ e ɟ ə
deise	tʲ e ʃ ə
deiseil	d̥ ʒ e ʃ a l
deocan	tʲ ɔ x k a n
deoch	d̥ ʒ ɔ x
deoghail	tʲ o a l
deud	d̥ʲ eː t̪
deug	d̥ ʒ eː k
deur	d̥ ʒ i a ɾ
deàrrsach	d̥ʲ aː rˠ s ə x
deàrsadh	t̪ʲ aː rˠ s̪ ə ɣ
deòin	dʲ ɔː ɲ
deònach	d̥ʲ oː n ə x
dh'	ɣ
dh'fhalbh	ɣ a ɫ̪ a v
dh'fhaodadh	ɣ ɯː t̪ ə ɣ
