omnium	ʔ ɔ m n iː ʊ m
orders	ʔ ɔ ʁ d ɛ ʁ s
paddel	p a d eː l
parkmöglichkeiten	p a ʁ k m œ g l ɪ ç k ə iː t ə n
pau	p a oː
pfandflaschen	p͡f a n t f l a ʃ ə n
pflegekraft	p͡f l eː g ɛ k ʁ a f t
pflüger	p͡f l yː g ɐ
pilgerfahrt	p ɪ l g ɛ ʁ f a ʁ t
plants	p l a n t s
plastic	p l a s t iː k
plattner	p l a t t n ɐ
pollock	p ɔ l l ɔ k
posthum	p ɔ s t uː m
poststrasse	p ɔ s t s t ʁ a s z ə
prank	p ʁ a ŋ k
privatanleger	p ʁ iː v a t a n l eː g ɐ
produktionsanlagen	p ʁ oː d ʊ k t s ɪ oː n z a n l a g ə n
präsidentenamt	p ʁ ɛː z iː d ɛ n t eː n a m t
pullis	p ʊ l l iː s
purpose	p ʊ ʁ p oː z ə
quantenphysik	k v a n t ɛ n f yː z iː k
quint	k v ɪ n t
ragnar	ʁ a g n a ʁ
rahel	ʁ aː eː l
rechtsstaats	ʁ ɛ ç t z s t aː t s
recycelt	ʁ eː t s yː t s ɛ l t
reiterin	ʁ ə iː t ɐ ɪ n
rektorin	ʁ ɛ k t oː ʁ ɪ n
returns	ʁ eː t ʊ ʁ n s
rheinbrücke	ʁ h a eː n b ʁ ʏ k ə
rosenkohl	ʁ oː z ɛ ŋ k oː l
rotkreuz	ʁ ɔ t k ʁ ɔ ɔʏ̯ t s
rundfunkanstalten	ʁ ʊ n t f ʊ ŋ k a n s t a l t ə n
rupprecht	ʁ ʊ p p ʁ ɛ ç t
ryu	ʁ yː uː
rückzugsort	ʁ ʏ k t s ʊ k z ɔ ʁ t
saarländische	z aː ʁ l ɛ n d ɪ ʃ ə
salman	z a l m a n
scarlet	s k a ʁ l ə t
schellenberg	ʃ ɛ l l ɛ n b ɛ ʁ k
schnack	ʃ n a k
schrobenhausen	ʃ ʁ oː b ɛ n a oː z ə n
schuldenbremse	ʃ ʊ l d ɛ n b ʁ ɛ m z ə
schulform	ʃ ʊ l f ɔ ʁ m
schwachpunkt	ʃ v a x p ʊ ŋ k t
schweizerdeutsch	ʃ v a eː t s ɛ ʁ d ɔ ɔʏ̯ t͡ʃ
schwerelosigkeit	ʃ v eː ʁ eː l oː z ɪ k k ə iː t
schwächelt	ʃ v ɛ ç ɛ l t
secure	z eː k uː ɐ ə
selbstbestimmtes	z ɛ l p s t b ɛ s t ɪ m m t ə s
sent	z ɛ n t
sexcam	z ɛ k s k aː m
shen	s h eː n
shepard	s h eː p a ʁ t
shoah	s h oː a
sicherheitskräften	z ɪ ç ɛ ʁ a eː t s k ʁ ɛ f t ə n
sicherheitsstandards	z ɪ ç ɛ ʁ a eː t z s t a n d a ʁ t s
sigurd	z iː g ʊ ʁ t
snickers	s n ɪ k ɛ ʁ s
sommersprossen	z ɔ m m ɛ ʁ s p ʁ ɔ s z ə n
sonderschule	z ɔ n d ɛ ʁ ʃ uː l ə
sonneborn	z ɔ n n eː b ɔ ʁ n
sozialwissenschaft	z oː t s iː a l v ɪ s z ɛ n s t s h a f t
speedy	ʃ p ə ə d yː
springsteen	ʃ p ʁ ɪ ŋ s t ə ə n
staatsmedien	ʃ t aː t s m eː d iː ə n
stadtmauern	ʃ t a t m a oː ɐ n
stassfurt	ʃ t a s s f ʊ ʁ t
stehengeblieben	ʃ t eː ɛ ŋ ɛ b l iː b ə n
steinfeld	ʃ t a eː n f ɛ l t
stellenausschreibung	ʃ t ɛ l l eː n a oː s s t s ʁ a eː b ʊ ŋ
steueroasen	ʃ t ɔ ɔʏ̯ ɐ oː a z ə n
strahlenschutz	ʃ t ʁ a l ɛ n ʃ ʊ t s
strassenzüge	ʃ t ʁ a s z ɛ n t s yː g ə
streuner	ʃ t ʁ ɔ ɔʏ̯ n ɐ
ströbele	ʃ t ʁ øː b eː l ə
stuntman	ʃ t ʊ n t m a n
sutherland	z ʊ t ɛ ʁ l a n t
sölden	z œ l d ə n
südkurier	z ʏ t k uː ɐ iː ɐ
süssigkeit	z ʏ s z ɪ k k ə iː t
tender	t ɛ n d ɐ
tessiner	t ɛ s z ɪ n ɐ
tetra	t ɛ t ʁ a
tls	t l s
tong	t ɔ ŋ
topform	t ɔ p͡f ɔ ʁ m
tories	t oː ʁ iː ə s
traumatisierten	t ʁ a oː m a t iː z iː ʁ t ə n
traumhaus	t ʁ a oː m a oː s
traummann	t ʁ a oː m m a n n
tune	t uː n ə
tägigen	t ɛː g ɪ g ə n
türöffner	t yː ʁ œ f f n ɐ
uhlmann	ʔ uː l m a n n
umweltbedingungen	ʔ ʊ m v ɛ l t b eː d ɪ ŋ ʊ ŋ ə n
unaufgeregt	ʔ ʊ n ʔ a oː f g ə ʁ ɛ k t
units	ʔ ʊ n ʔ ɪ t s
urbanisierung	ʔ ʊ ʁ b a n ɪ s iː ɐ ʊ ŋ
velo	v eː l oː
vergiessen	f ɛː ɐ g iː s z ə n
versa	f ɛː ɐ z aː
versicherungssumme	f ɛː ɐ z ɪ ç eː ʁ ʊ ŋ s z ʊ m m ə
vert	f ɛː ɐ t
vigo	v iː g oː
villeicht	v ɪ l l a eː ç t
visionäre	v iː z ɪ oː n ɛ ʁ ə
volz	v ɔ l t s
vorreiterrolle	f oː ɐ ʁ a eː t ɛ ʁ ʁ ɔ l l ə
vorzuhalten	f oː ɐ t s uː h a l t ə n
völklingen	v œ l k l ɪ ŋ ə n
wada	v aː d a
wahlkabine	v a l k a b ɪ n ə
wasserfläche	v a s z ɛ ʁ f l ɛ ç ə
webserver	v ɛ p z ɛ ʁ v ɐ
weisswurst	v a eː s s v ʊ ʁ s t
wendelin	v ɛ n d eː l ɪ n
werkself	v ɛ ʁ k z ɛ l f
wermelskirchen	v ɛ ʁ m ɛ l s k ɪ ʁ ç ə n
whoa	v oː a
wildtieren	v ɪ l t iː ʁ eː n
wirtschaftsunternehmen	v ɪ ʁ t ʃ a f t z ʊ n t ɛ ʁ n eː m ə n
witzfigur	v ɪ t s f ɪ g uː ɐ
workflow	v ɔ ʁ k f l oː v
yokohama	j oː k oː a m a
zech	t s ɛ ç
zee	t s ə ə
zentralafrika	t s ɛ n t ʁ a l a f ʁ iː k a
zoller	t s ɔ l l ɐ
zorc	t s ɔ ʁ t s
zusatzstoffe	t s uː z a t s s t ɔ f f ə
äusserliche	ɔ ɔʏ̯ s z ɐ l ɪ ç ə
überwachungsstaat	ʔ yː b ɛ ʁ v a x ʊ ŋ z s t aː t
на	n a
abgeschottet	ʔ a p g ə ʃ ɔ t ə t
aichach	a eː ç a x
algerischen	ʔ a l g eː ʁ ɪ ʃ ə n
alicante	ʔ a l iː k a n t ə
altenstadt	ʔ a l t ɛ n s t a t
anh	ʔ a n
annual	ʔ a n n uː a l
aphorismen	ʔ a f oː ʁ ɪ s m ə n
apocalypse	ʔ aː p oː k a l ʏ p s ə
argos	ʔ a ʁ g oː s
arnaud	ʔ a ʁ n a oː t
arnheim	ʔ a ʁ n a eː m
auszurotten	ʔ a oː s t s uː ʁ ɔ t ə n
bahnhofsviertel	b a n ɔ f s v iː ʁ t eː l
baldachin	b a l d a x ɪ n
baltic	b a l t iː k
baubranche	b a oː b ʁ a n x ə
baumassnahme	b a oː m a s s n a m ə
beaver	b ə ʔ aː v ɐ
beginner	b ə g ɪ n n ɐ
beltz	b ə l t s
berufseinsteiger	b ə ʁ ʊ f z a eː n s t ə ɪ g ɐ
betriebsrats	b ə t ʁ iː p s ʁ a t s
bezos	b ə t s oː s
biedermeier	b iː d ɛ ʁ m ə iː ɐ
bmbf	b m p͡f
boone	b oː n ə
brandgefährlich	b ʁ a n t g eː f ɛ ʁ l ɪ ç
broke	b ʁ oː k ə
browning	b ʁ ɔ v n ɪ ŋ
buhl	b uː l
bulgariens	b ʊ l g a ʁ iː n s
bulldogs	b ʊ l l d ɔ k s
bulli	b ʊ l l iː
bärchen	b ɛ ʁ ç ə n
böhler	b ɔʏ̯ l ɐ
bürgerbegehren	b ʏ ʁ g ɛ ʁ b eː g eː ʁ ə n
cab	k aː p
cashflow	k a s f l oː v
chia	ç iː a
chiefs	ç iː f s
cio	t s iː oː
clio	t s l iː oː
cobb	k ɔ p
congstar	k ɔ ŋ s t a ʁ
coral	k oː ʁ a l
cougar	k uː g a ʁ
césar	t s eː z a ʁ
dahoam	d a h oː a m
dampfmaschinen	d a m p͡f m a ʃ ɪ n ə n
database	d a t a b a z ə
delia	d eː l iː a
dyck	d ʏ k
dübel	d yː b eː l
echterdingen	ʔ ɛ ç t ɛ ʁ d ɪ ŋ ə n
einfliegen	ʔ a eː n f l iː g ə n
eingekesselt	ʔ a eː n g ə k ɛ s z ɛ l t
einzelhaft	ʔ a eː n t s eː l h a f t
einzeltäter	ʔ a eː n t s ɛ l t ɛː t ɐ
eisenacher	a eː z eː n a x ɐ
ennepetal	ʔ ɛ n n eː p eː t a l
environmental	ʔ ɛ n v iː ʁ ɔ n m ɛ n t a l
erm	ʔ ɛː ɐ m
ethel	ʔ ɛ t eː l
eugenie	ɔ ɔʏ̯ g ə n iː j ə
eurostat	ɔ ɔʏ̯ ʁ ɔ s t a t
existenzgründer	ʔ eː k s ɪ s t ɛ n t s g ʁ ʏ n d ɐ
fahranfänger	f a ʁ a n f ɛ ŋ ɐ
falko	f a l k oː
feiertags	f a eː ʁ t a k s
felicia	f eː l iː t s iː a
fernbeziehung	f ɛ ʁ n b ə t s iː ʊ ŋ
fertiggestellten	f ɛ ʁ t ɪ g ɛ s t ɛ l l t ə n
fide	f iː d ə
filmproduktion	f ɪ l m p ʁ oː d ʊ k t s ɪ oː n
finanzdienstleistungen	f iː n a n t s d iː n s t l ə ɪ s t ʊ ŋ ə n
fischbacher	f ɪ ʃ b a x ɐ
flames	f l aː m ə s
flecke	f l ɛ k ə
fleur	f l ə uː ɐ
flugzeuges	f l ʊ k t s ɔ ɔʏ̯ g ə s
flüchtlingsunterkünfte	f l ʏ ç t l ɪ ŋ z ʊ n t ɛ ʁ k ʏ n f t ə
flügelspieler	f l yː g ɛ l s p iː l ɐ
freikirchen	f ʁ a eː k ɪ ʁ ç ə n
freuds	f ʁ ɔ ɔʏ̯ t s
friseursalon	f ʁ iː z ɔ ɔʏ̯ ʁ z a l oː n
frühjahrsputz	f ʁ yː j a ʁ s p ʊ t s
funfact	f ʊ n f a k t
fussvolk	f ʊ s s v ɔ l k
fön	f øː n
gardelegen	g a ʁ d eː l eː g ə n
gebäudetechnik	g ə b ɔ ɔʏ̯ d eː t ɛ ç n iː k
gefrierschrank	g ə f ʁ iː ʁ s t s ʁ a ŋ k
gegensteuern	g ə g ə n ʃ t ɔ ɔʏ̯ ɐ n
gehörlose	g ə h øː ʁ l oː z eː
geothermie	g ə ʔ ɔ t ɛ ʁ m iː j ə
gerichtsmediziner	g ə ʁ ɪ ç t s m eː d iː t s ɪ n ɐ
gesetzestext	g ə z ɛ t s ɛ s t ɛ k s t
gestüt	g ə ʃ t yː t
gesundheitsministerin	g ə z ʊ n t a eː t s m ɪ n ɪ s t ɐ ɪ n
gisbert	g ɪ s b ɛ ʁ t
gleichbleibend	g l a eː ç b l a eː b ɛ n t
glutamat	g l uː t a m a t
googelt	g oː g ɛ l t
gottlosen	g ɔ t l oː s ə n
grossfamilien	g ʁ ɔ s s f a m iː l iː ə n
gude	g uː d ə
haley	h aː l a eː
hallein	h a l l ə ɪ n
handschuhfach	h a n t ʃ uː f a x
hapag	h aː p a k
hartl	h a ʁ t l
hausbesuch	h a oː s b eː z ʊ x
hausdurchsuchungen	h a oː s d ʊ ʁ t s z ʊ x ʊ ŋ ə n
hauseingang	h a oː z a eː ŋ a ŋ
heimatvereins	h a eː m a t v eː ʁ a eː n s
hektoliter	h ɛ k t oː l iː t ɐ
henschel	h ɛ n ʃ eː l
herausgeholt	h ɛ ʁ a oː s g ə h ɔ l t
herbie	h eː ɐ b iː j ə
heubach	h ɔ ɔʏ̯ b a x
hilmar	h ɪ l m a ʁ
hiroshi	h iː ʁ ɔ s iː
hive	h iː f ə
hochdorf	h ɔ x d ɔ ʁ f
hochverrats	h ɔ x v ɛ ʁ ʁ a t s
hoffnungsschimmer	h ɔ f f n ʊ ŋ s ʃ ɪ m m ɐ
hofgeismar	h ɔ f g a eː s m a ʁ
hokuspokus	h oː k ʊ s p oː k uː s
holla	h ɔ l l a
holzkirchen	h ɔ l t s k ɪ ʁ ç ə n
hommes	h ɔ m m ə s
iberischen	ʔ iː b eː ʁ ɪ ʃ ə n
idr	ʔ ɪ d ʁ
ids	ʔ ɪ t s
ign	ʔ ɪ g n
ille	ʔ ɪ l l ə
imagine	ʔ iː m a g ɪ n ə
impfpflicht	ʔ ɪ m p͡f p͡f l ɪ ç t
infografik	ʔ ɪ n f ɔ g ʁ a f iː k
informationszentrum	ʔ ɪ n f ɔ ʁ m a t s ɪ oː n s t s ɛ n t ʁ uː m
inning	ʔ ɪ n n ɪ ŋ
integer	ʔ ɪ n t eː g ɐ
ipo	ʔ iː p oː
italiana	ʔ iː t a l iː a n a
jelena	j eː l eː n a
jews	j ɛ v s
kanzlerschaft	k a n t s l ɛ ʁ s t s h a f t
kassenärztlichen	k a s z eː n ɛ ʁ t s t l ɪ ç ə n
kaymer	k a eː m ɐ
killers	k ɪ l l ɛ ʁ s
kimmel	k ɪ m m eː l
knickt	k n ɪ k t
kriegerdenkmal	k ʁ iː g ɛ ʁ d ɛ ŋ k m a l
kriegsministerium	k ʁ iː k s m iː n ɪ s t ɐ iː ʊ m
kugler	k ʊ g l ɐ
kulm	k ʊ l m
kurpfalz	k ʊ ʁ p͡f a l t s
kärcher	k ɛ ʁ ç ɐ
köcheln	k œ ç ɛ l n
kühlergrill	k yː l ɛ ʁ g ʁ ɪ l l
lachnummer	l a x n ʊ m m ɐ
lagerplatz	l aː g ɛ ʁ p l a t s
landeplatz	l a n d ɛ p l a t s
lap	l aː p
laufleistung	l a oː f l ə ɪ s t ʊ ŋ
lazy	l aː t s yː
leitkultur	l a eː t k ʊ l t uː ɐ
leitsatz	l a eː t z a t s
leitzins	l a eː t s ɪ n s
lewin	l eː v ɪ n
libretto	l ɪ b ʁ k ɛ t oː
libro	l ɪ b ʁ oː
lieblingsbuch	l iː b l ɪ ŋ s b ʊ x
lieblingsfilm	l iː b l ɪ ŋ s f ɪ l m
liefer	l iː f ɐ
lizenzgebühren	l iː t s ɛ n t s g eː b yː ʁ ə n
luckenwalde	l ʊ k ɛ n v a l d ə
luftqualität	l ʊ f t k v a l iː t ɛː t
lufttemperatur	l ʊ f t t ɛ m p eː ʁ a t uː ɐ
léon	l eː oː n
löwenstein	l øː v ɛ n s t ə ɪ n
lüdinghausen	l yː d ɪ ŋ a oː z ə n
madam	m aː d a m
mandantin	m a n d a n t ɪ n
marienberg	m aː ʁ iː n b ɛ ʁ k
mechatronik	m ɛ ç a t ʁ oː n iː k
mecklenburger	m ɛ k l ɛ n b ʊ ʁ g ɐ
mehrkampf	m eː ʁ k a m p͡f
messerattacke	m ɛ s z eː ʁ a t a k ə
miele	m iː l ə
mikroplastik	m ɪ k ʁ ɔ p l a s t iː k
militarisierung	m iː l iː t a ʁ iː z iː ɐ ʊ ŋ
millers	m ɪ l l ɛ ʁ s
minds	m ɪ n t s
miri	m iː ʁ iː
mitmach	m ɪ t m a x
mitochondrien	m ɪ t ʔ ɔ x ɔ n d ʁ iː ə n
mittelmässigen	m ɪ t t ɛ l m ɛ s z ɪ g ə n
mock	m ɔ k
monkeys	m ɔ ŋ k a eː s
morgenmagazin	m ɔ ʁ g ɛ n m a g a t s ɪ n
motorik	m oː t oː ʁ iː k
muschelkalk	m ʊ ʃ ɛ l k a l k
musen	m uː z ə n
neubert	n ɔ ɔʏ̯ b ɛ ʁ t
neustrelitz	n ɔ ɔʏ̯ s t ʁ eː l ɪ t s
nickelodeon	n ɪ k eː l oː d ə oː n
nordwestmecklenburg	n ɔ ʁ t v ɛ s t m ɛ k l ɛ n b ʊ ʁ k
notsituation	n ɔ t z iː t uː a t s ɪ oː n
näh	n ɛː
oberin	ʔ oː b ɐ ɪ n
ortschaftsrat	ʔ ɔ ʁ t ʃ a f t s ʁ a t
owner	ʔ ɔ v n ɐ
pag	p aː k
personenschaden	p ɛ ʁ z oː n ɛ n ʃ a d ə n
pesch	p ɛ ʃ
pfarr	p͡f a ʁ ʁ
pfarrheim	p͡f a ʁ ʁ a eː m
pino	p iː n oː
plazenta	p l aː t s ɛ n t a
politikverdrossenheit	p oː l iː t ɪ k v ɛ ʁ d ʁ ɔ s z ɛ n ə iː t
pops	p ɔ p s
poststelle	p ɔ s t s t ɛ l l ə
prey	p ʁ a eː
printausgabe	p ʁ ɪ n t a oː s g a b ə
prism	p ʁ ɪ s m
privathaushalte	p ʁ iː v a t a oː s a l t ə
profilierung	p ʁ oː f iː l iː ɐ ʊ ŋ
punktesystem	p ʊ ŋ k t eː z ʏ s t ə m
pöbeln	p øː b ɛ l n
quintus	k v ɪ n t uː s
racker	ʁ a k ɐ
radikalismus	ʁ aː d iː k a l ɪ s m ʊ s
rasiermesser	ʁ aː z iː ʁ m ɛ s z ɐ
rausbekommen	ʁ a oː s b eː k ɔ m m ə n
redemption	ʁ eː d ɛ m p t s ɪ oː n
redezeit	ʁ eː d eː t s ə iː t
reginald	ʁ eː g iː n a l t
reichmann	ʁ a eː ç m a n n
reinkarnation	ʁ a eː ŋ k a ʁ n a t s ɪ oː n
releases	ʁ eː l ə a z ə s
resi	ʁ eː z iː
reutlinger	ʁ ɔ ɔʏ̯ t l ɪ ŋ ɐ
reza	ʁ eː t s a
rhede	ʁ h eː d ə
rojava	ʁ oː j a v a
runkel	ʁ ʊ ŋ k eː l
saas	z aː s
saba	z aː b a
saisonfinale	z a eː z ɔ n f ɪ n a l ə
sala	z aː l a
salzmann	z a l t s m a n n
sanierungsmassnahmen	z aː n iː ʁ ʊ ŋ s m a s s n a m ə n
sauf	z a oː f
schamane	ʃ aː m a n ə
schinkel	ʃ ɪ ŋ k eː l
schlesinger	ʃ l ə s ɪ ŋ ɐ
schlosskirche	ʃ l ɔ s s k ɪ ʁ ç ə
schr	ʃ ʁ
schulbetrieb	ʃ ʊ l b ɛ t ʁ iː p
schwarzfahren	ʃ v a ʁ t s f a ʁ ə n
schöpf	ʃ œ p͡f
schüller	ʃ ʏ l l ɐ
schüttel	ʃ ʏ t eː l
segregation	z ɛ g ʁ eː g a t s ɪ oː n
sellner	z ɛ l l n ɐ
sendeplatz	z ɛ n d ɛ p l a t s
simmering	z ɪ m m ɐ ɪ ŋ
sitzheizung	z ɪ t s a eː t s ʊ ŋ
skigebiete	s k iː g eː b iː ə t ə
skye	s k yː ə
sossen	z ɔ s z ə n
sozialdemokratisch	z oː t s iː a l d eː m ɔ k ʁ a t ɪ ʃ
sparpolitik	ʃ p a ʁ p oː l iː t iː k
spassen	ʃ p a s z ə n
spendengelder	ʃ p ɛ n d ɛ ŋ ɛ l d ɐ
spielbericht	ʃ p iː l b eː ʁ ɪ ç t
sportchef	ʃ p ɔ ʁ t x eː f
spreng	ʃ p ʁ ɛ ŋ
sprockhövel	ʃ p ʁ ɔ k ɔʏ̯ v eː l
spätschicht	ʃ p ɛ t͡ʃ ɪ ç t
staatsdiener	ʃ t aː t s d iː ə n ɐ
starting	ʃ t a ʁ t ɪ ŋ
stephens	ʃ t ɛ f ɛ n s
stinkefinger	ʃ t ɪ ŋ k eː f ɪ ŋ ɐ
strafbefehl	ʃ t ʁ a f b eː f eː l
streitgespräch	ʃ t ʁ a eː t g ɛ s p ʁ ɛ ç
struggle	ʃ t ʁ ʊ g l ə
subject	z ʊ p j ɛ k t
supercomputer	z uː p ɛ ʁ k ɔ m p uː t ɐ
swoboda	s v oː b oː d a
süppchen	z ʏ p p ç ə n
teammitglieder	t a eː m m ɪ t g l iː d ɐ
tetanus	t eː t a n uː s
thule	t uː l ə
timon	t iː m oː n
ting	t ɪ ŋ
toxic	t oː k s iː k
trautmann	t ʁ a oː t m a n n
travers	t ʁ aː v ɛ ʁ s
trude	t ʁ uː d ə
tsi	t z iː
tulln	t ʊ l l n
tunika	t uː n iː k a
umd	ʔ ʊ m t
umschweife	ʔ ʊ m ʃ v a eː f ə
uncut	ʔ ʊ n k uː t
ungleichheiten	ʔ ʊ n g l a eː ç ə iː t ə n
untermensch	ʔ ʊ n t ɛ ʁ m ɛ n ʃ
unverblümt	ʔ ʊ n f ɛː ɐ b l ʏ m t
vaterlandes	v aː t ɛ ʁ l a n d ə s
velden	v ɛ l d ə n
venezia	v eː n eː t s iː a
versender	f ɛː ɐ z ɛ n d ɐ
vichy	v ɪ ç yː
vids	v ɪ t s
volksabstimmungen	v ɔ l k z a b s t ɪ m m ʊ ŋ ə n
volksbildung	v ɔ l k s b ɪ l d ʊ ŋ
vulgo	v ʊ l g oː
völler	v œ l l ɐ
waffenhändler	v a f f ɛ n ɛ n d l ɐ
wanderführer	v a n d ɛ ʁ f yː ʁ ɐ
wasn	v a s n
wassertiefe	v a s z ɛ ʁ t iː f ə
wegstecken	v ɛ k ʃ t ɛ k ə n
wegzuwerfen	v ɛ k t s uː v ɛ ʁ f ə n
weidenfeller	v a eː d ɛ n f ɛ l l ɐ
weihte	v a eː t ə
weissrussischen	v a eː s s ʁ ʊ s z ɪ ʃ ə n
weltreligionen	v ɛ l t ʁ eː l ɪ g ɪ oː n ə n
whitman	v ɪ t m a n
windisch	v ɪ n d ɪ ʃ
winterjacke	v ɪ n t ɛ ʁ j a k ə
wittelsbacher	v ɪ t ɛ l s b a x ɐ
wol	v oː l
wundermittel	v ʊ n d ɛ ʁ m ɪ t eː l
yeti	j eː t iː
yup	j uː p
zick	t s ɪ k
äusserlichen	ɔ ɔʏ̯ s z ɐ l ɪ ç ə n
ögb	ʔ œ k p
übergangsweise	ʔ yː b ɛ ʁ g a ŋ s v a eː z ə
abkassieren	ʔ a p k a s z iː ʁ eː n
adnan	ʔ a d n a n
adriano	ʔ a d ʁ iː a n oː
aktualisierten	ʔ a k t uː a l iː z iː ʁ t ə n
aleksandar	ʔ aː l ɛ k z a n d a ʁ
altenburger	ʔ a l t ɛ n b ʊ ʁ g ɐ
altendorf	ʔ a l t ɛ n d ɔ ʁ f
angststörungen	ʔ a n g ʃ t s t ɔʏ̯ ʁ ʊ ŋ ə n
anwendungsfall	ʔ a n v ɛ n d ʊ ŋ s f a l l
anzubauen	ʔ a n t s uː b a oː ə n
anzustossen	ʔ a n t s uː ʃ t ɔ s z ə n
ariadne	ʔ aː ʁ iː a d n ə
arschfick	ʔ a ʁ s t s f ɪ k
arztbesuch	ʔ a ʁ t s t b eː z ʊ x
attorney	ʔ a t ɔ ʁ n a eː
aushebeln	ʔ a oː s h eː b ɛ l n
aussenwände	ʔ a oː s z ɛ n v ɛ n d ə
autosalon	a oː t oː z a l oː n
awkward	ʔ a v k v a ʁ t
axis	ʔ aː k s iː s
bac	b aː k
barça	b a ʁ t s a
beauftragung	b ə ʔ a oː f t ʁ aː g ʊ ŋ
bent	b ɛ n t
berufswunsch	b ə ʁ ʊ f s v ʊ n ʃ
bieler	b iː l ɐ
blackrock	b l a k ʁ ɔ k
blaze	b l aː t s ə
borders	b ɔ ʁ d ɛ ʁ s
brandl	b ʁ a n d l
brings	b ʁ ɪ ŋ s
britten	b ʁ ɪ t ə n
brunsbüttel	b ʁ ʊ n s b ʏ t eː l
brüderle	b ʁ yː d ɛ ʁ l ə
brüller	b ʁ ʏ l l ɐ
buchwald	b ʊ x v a l t
bummel	b ʊ m m eː l
burkard	b ʊ ʁ k a ʁ t
burnett	b ʊ ʁ n k ɛ t
burr	b ʊ ʁ ʁ
bärlauch	b ɛ ʁ l a oː x
carlotta	k a ʁ l ɔ t a
catania	k a t a n iː a
ceres	t s ɐ ə s
chinatown	ç iː n a t ɔ v n
chp	ç p
comedians	k oː m eː d iː a n s
companies	k ɔ m p a n iː ə s
compton	k ɔ m p t oː n
condition	k ɔ n d iː t ɪ oː n
copd	k ɔ p t
cordula	k ɔ ʁ d uː l a
cortez	k ɔ ʁ t eː t s
cruiser	t s ʁ uː iː z ɐ
cullen	k ʊ l l ə n
dak	d aː k
daria	d a ʁ iː a
daseinsvorsorge	d a z a eː n s v ɔ ʁ z ɔ ʁ g ə
delaney	d eː l a n a eː
demetrius	d eː m ɛ t ʁ iː uː s
dene	d ə n ə
dermatologie	d ɛ ʁ m a t oː l oː g iː j ə
desinformation	d eː z ɪ n f ɔ ʁ m a t s ɪ oː n
deutschtürken	d ɔ ɔʏ̯ t͡ʃ t ʏ ʁ k ə n
dic	d iː k
dijon	d iː j oː n
downhill	d ɔ v n ɪ l l
drexler	d ʁ ɛ k s l ɐ
durchgeknallte	d ʊ ʁ t s g ɛ k n a l l t ə
dusseldorf	d ʊ s z ɛ l d ɔ ʁ f
dux	d uː k s
ebs	ʔ ɛ p s
einwechslung	ʔ a eː n v ɛ ç s l ʊ ŋ
energietechnik	ʔ eː n ɛ ʁ g iː t ɛ ç n iː k
erftstadt	ʔ ɛː ɐ f t s t a t
essence	ʔ ɛ s z ɛ n t s ə
fernsehshow	f ɛ ʁ n z eː s oː v
fertigstellen	f ɛ ʁ t ɪ g s t ɛ l l ə n
feuerball	f ɔ ɔʏ̯ ɐ b a l l
feuerwehrmänner	f ɔ ɔʏ̯ ɐ v eː ʁ m ɛ n n ɐ
feuerwerkskörper	f ɔ ɔʏ̯ ɐ v ɛ ʁ k s k œ ʁ p ɐ
filmkritik	f ɪ l m k ʁ iː t iː k
finanzausgleich	f iː n a n t s a oː z g l a eː ç
fisting	f ɪ s t ɪ ŋ
flugbegleiter	f l ʊ k b ɛ g l ə iː t ɐ
forensischen	f oː ʁ ɛ n z ɪ ʃ ə n
freiluft	f ʁ a eː l ʊ f t
fruchtfleisch	f ʁ ʊ x t f l a eː ʃ
fränkischer	f ʁ ɛ ŋ k ɪ ʃ ɐ
fung	f ʊ ŋ
fussballvereine	f ʊ s s b a l l v ɐ ə ɪ n ə
fz	f t s
gechillt	g ə ç ɪ l l t
gedenk	g ə d ɛ ŋ k
gefühlsmässig	g ə f yː l s m ɛ s z ɪ ç
gehörlosen	g ə h øː ʁ l oː s ə n
gemüte	g ə m yː t ə
gendern	g ə n d ɛ ʁ n
georgischen	g ə ʔ ɔ ʁ g ɪ ʃ ə n
gequetscht	g ə k v ɛ t͡ʃ t
gerast	g ə ʁ a s t
gewaltbereitschaft	g ə v a l t b eː ʁ a eː t s t s h a f t
gewässers	g ə v ɛ s z ɛ ʁ s
gla	g l aː
goten	g oː t ə n
gra	g ʁ aː
grossgrundbesitzer	g ʁ ɔ s z g ʁ ʊ n t b eː z ɪ t s ɐ
grünau	g ʁ yː n a oː
gurlitt	g ʊ ʁ l ɪ t
gurte	g ʊ ʁ t ə
habts	h a p t s
hagener	h aː g ə n ɐ
hambach	h a m b a x
hasso	h a s z oː
hauptausschuss	h a oː p t a oː s ʃ ʊ s s
hauptort	h a oː p t ɔ ʁ t
hausboot	h a oː s b oː t
haz	h aː t s
heilpraktikerin	h a eː l p ʁ a k t iː k ɐ ɪ n
hellmuth	h ɛ l l m ʊ t
helmes	h ɛ l m ə s
hermsdorf	h eː ɐ m s d ɔ ʁ f
herzfeld	h eː ɐ t s f ɛ l t
hgg	h g
himself	h ɪ m z ɛ l f
hist	h ɪ s t
hochgerechnet	h ɔ x g eː ʁ ɛ ç n ə t
hochkonjunktur	h ɔ x k ɔ n j ʊ ŋ k t uː ɐ
hooker	h oː k ɐ
hyatt	h yː a t
iba	ʔ iː b a
ingolstädter	ʔ ɪ ŋ ɔ l s t ɛ t ɐ
intensivmedizin	ʔ ɪ n t ɛ n z ɪ f m eː d iː t s ɪ n
interlaken	ʔ ɪ n t ɛ ʁ l a k ə n
