менсън	m e n s ʊ n
низ	n i z
нрав	n r a w
офисът	ɔ f i s ʊ t
рамос	r a m o s
тигри	tʰ i ɡ r i
фашизма	f a ɕ i z m a
химик	x i m i k
flash	f l a ʃ
бени	b e n i
гид	ɡ i d
графиня	k r a f i nʲ a
златица	z ɮ a tʰ i t͡sʰ a
кадъра	k a d r a
малария	m a ɮ a r i j a
мерлин	m e r ɮ i n
мързи	m ɔ r z i
приз	p r i z
признания	p r i z n a n i j a
прима	p r i m a
природния	p r i r o d n i j a
присъжда	p r i s ʊ d͡ʑ d a
украшения	u k r a ɕ e n i j a
фриц	f r i t͡sʰ
царска	t͡sʰ a r s k a
юноша	j u n o ɕ a
adidas	a d i d a s
los	l o s
ат	a tʰ
денвър	d e n v ʊ r
камп	k a m p
камчия	k a m t͡ɕʰ i j a
кашмир	k a ɕ m i r
лапи	ɮ a pʰ i
матис	m a tʰ i s
мени	m e n i
микробус	m i k r o b u s
налагало	n a ɮ a ɣ a ɮ o
нси	n s i
ням	nʲ a m
плава	p ɮ a w a
прашец	p r a ɕ e t͡sʰ
разсейва	r a z s e j v a
цилиндъра	t͡sʰ i ɮ i n d ʊ r a
ha	h a
th	tʰ
бакалавърска	b a k a ɮ a w̜ r s k a
денс	d e n s
дог	d ɔ ɡ
изяснява	i z j a s nʲ a v a
маслини	m a s ɮ i n i
нед	n e d
обясних	ɔ bʲ a s n i x
прибера	p r i b e r a
разрушение	r a z r u ɕ e n i j ɛ
сиси	s i s i
скука	s k u k a
сравним	s r a w n i m
събирания	s b i r a n i j a
цу	t͡sʰ u
шумни	ɕ u m n i
шърли	ɕ ɔ r ɮ i
stay	s t a j
како	k a k o
караджа	k a r a d͡ʑ a
маркес	m a r kʲ e s
медисън	m e d i s ʊ n
милиция	m i ɮ i t͡sʰ i j a
налагаше	n a ɮ a ɣ a ɕ e
напразни	n a p r a z n i
невинност	n e v i n n o s t
организирал	ɔ r k a n i z i r a ɮ
първомай	p ɔ r v ɔ m ɛː
римско	r i m s k o
силвър	s i ɮ v ʊ r
софиянски	s ɔ f i j a n s k i
сърди	s ɔ r d i
формирования	f ɔ r m i r o v a n i j a
хорър	x ɔ r ʊ r
юл	j u ɮ
ями	j a m i
гог	ɡ ɔ ɡ
дорис	d ɔ r i s
дъги	d ɔ ɡ i
жар	ʒ a r
запълва	z a p ɔ ɮ v a
заря	z a rʲ a
зори	z ɔː r i
карина	k a r i n a
кум	k u m
медуза	m e d u z a
миша	m i ɕ a
надига	n a d i ɣ a
програмни	p r ɔ ɡ r a m n i
риф	r i f
русенския	r u s e n s k i j a
русенско	r u s e n s k o
трудът	t r u d ʊ t
финишира	f i n i ɕ i r a
французин	f r a n t͡sʰ u z i n
шина	ɕ i n a
бивше	b i w ɕ e
зараза	z a r a z a
ип	i p
коз	k o z
къпя	k ɔ pʲ a
люба	ɮʲ u b a
мерил	m e r i l
разрушения	r a z r u ɕ e n i j a
савана	s a w a n a
фиг	f i ɡ
фино	f i n o
царско	t͡sʰ a r s k o
шан	ɕ a n
юношеска	j u n ɔ ɕ e s k a
bar	b a r
аладин	a ɮ a d i n
алба	a ɮ b a
гарда	ɢ a r t a
камбана	k a m b a n a
минно	m i n n o
наизуст	n a j i z u s t
нарушена	n a r u ɕ e n a
пир	pʰ i r
плаващ	p ɮ a w a ɕ
руни	r u n i
удържи	u d ɔ r d͡ʑ i
франсиско	f r a n s i s k o
шкафа	ɕ k a f a
арън	a r ʊ n
жалби	ʒ a ɮ b i
заслужи	z a s ɮ u d͡ʑ i
зи	z i
изба	i z b a
кам	k a m
кая	k a j a
криско	k r i s k o
меморандум	m e m ɔ r a n d u m
младини	m ɮ a d i n i
муза	m u z a
наброява	n a b r ɔ j a v a
нино	n i n o
рия	r i j a
россия	r ɔ s i j a
руда	r u d a
сe	s e
сандърс	s a n d ʊ r s
сдобие	s d ɔ b i j ɛ
фюри	fʲ u r i
хейвън	x e j v ʊ n
забил	z a b i ɮ
заслужили	z a s ɮ u d͡ʑ i ɮ i
кас	k a s
образна	ɔ b r a z n a
разболява	r a z b ɔ ɮʲ a v a
ръгби	r ɔ ɡ b i
украинския	u k r a j i n s k i j a
фарс	f a r s
хе	xʲ ɛ
hill	h i l
sg	s ɡ
автоматизация	a w̜ tʰ ɔ m a tʰ i z a t͡sʰ i j a
героизъм	ɡ e r o j i z ʊ m
гипс	ɡ i p s
дейна	d e j n a
здравия	z d r a vʲ i j a
имащ	i m a ɕ
комик	k o m i k
магда	m a ɡ d a
мъх	m ɔ x
носия	n ɔ s i j a
празнина	p r a z n i n a
разказваше	r a z k a z v a ɕ e
юсуф	j u s u f
say	s a j
should	ʃ o u l d
аб	a b
асо	a s o
дарън	d a r ʊ n
легне	l e ɡ n e
меда	m e d a
мобилизация	m ɔ b i ɮ i z a t͡sʰ i j a
синхронизация	s i ŋ x r ɔ n i z a t͡sʰ i j a
слабия	s ɮ a b i j a
фрида	f r i d a
химна	x i m n a
анархия	a n a r x i j a
ануса	a n u s a
везни	ʋ e z n i
гришо	ɡ r i ɕ o
изгубила	i z ɡ u b i ɮ a
иса	i s a
мал	m a ɮ
насладим	n a s ɮ a d i m
нормандия	n ɔ r m a n d i j a
продадоха	p r ɔ d a d ɔ x a
ради	r a d i
ранд	r a n d
ранди	r a n d i
рафа	r a f a
рийвс	r iː v s
русенци	r u s e n t͡sʰ i
сине	s i n e
фенери	f e n e r i
хирошима	x i r o ɕ i m a
чън	t͡ɕʰ ɔ n
amd	a m d
mark	m a r k
ари	a r i
веско	ʋ e s k o
градус	k r a d u s
гън	ɡ ɔ n
девизът	d e v i z ʊ t
изкарах	i z k a r a x
кадафи	k a d a f i
копър	k o p ʊ r
кубински	k u b i n s k i
купона	k u p o n a
митът	m i t ʊ t
осъзнавам	ɔ s t͡s n a v a m
пратя	p r a tʲ a
разбирай	r a z b i r ɛː
размах	r a z m a x
раян	r a j a n
самурай	s a m u r ɛː
сборници	s b ɔ r n i t͡sʰ i
хали	x a ɮ i
шабла	ɕ a b ɮ a
шаси	ɕ a s i
залагания	z a ɮ a ɣ a n i j a
кабул	k a b u ɮ
комбинирана	k ɔ m b i n i r a n a
мати	m a tʰ i
ниро	n i r o
прислужница	p r i s ɮ u ʑ n i t͡sʰ a
рийс	r iː s
рис	r i s
стъбла	s t ɔ b ɮ a
фб	f a b
фън	f ɔ n
хазна	x a z n a
хам	x a m
хахаха	x a x a x a
хинди	x i n d i
ча	t͡ɕʰ a
чара	t͡ɕʰ a r a
photos	pʰ o t o s
аня	a nʲ a
ария	a r i j a
биляна	b i ɮʲ a n a
гилдия	ɡ i ɮ d i j a
изи	i z i
иля	i ɮʲ a
кални	k a ɮ n i
любляна	ɮʲ u b ɮʲ a n a
марли	m a r ɮ i
махал	m a x a ɮ
наби	n a b i
нана	n a n a
насър	n a s ʊ r
нирвана	n i r v a n a
примири	p r i m i r i
разбираше	r a z b i r a ɕ e
саня	s a nʲ a
сир	s i r
сирни	s i r n i
слуз	s ɮ u z
храбри	x r a b r i
wild	w i l d
дина	d i n a
дук	d u k
комар	k o m a r
мадара	m a d a r a
марино	m a r i n o
мида	m i d a
мирния	m i r n i j a
мощния	m ɔ ɕ n i j a
намаляло	n a m a ɮʲ a ɮ o
нарушено	n a r u ɕ e n o
сзо	s z ɔ
сингх	s i ŋ x
хъмфри	x ɔ m f r i
ярда	j a r d a
ot	o t
ананас	a n a n a s
анубис	a n u b i s
гард	ɢ a r t
дъдли	d ɔ d ɮ i
зограф	z ɔ ɡ r a f
ирод	i r oː d
караха	k a r a x a
клише	k l i ɕ e
медицинският	m e d i t͡sʰ i n s k i j aː t
мито	m i t o
сом	s ɔ m
срама	s r a m a
физици	f i z i t͡sʰ i
храбро	x r a b r o
хук	x u k
цецо	t͡sʰ e t͡sʰ o
яла	j a ɮ a
fast	f a s t
алармира	a ɮ a r m i r a
вис	ʋ i s
графици	k r a f i t͡sʰ i
грифин	k r i f i n
десетия	d e s e t i j a
дървесна	d ɔ r vʲ ɛ s n a
загубва	z a ɣ u b v a
заряда	z a rʲ a d a
лам	ɮ a m
маг	m a ɡ
мерна	m e r n a
мулти	m u ɮ tʰ i
норм	n ɔ r m
пих	pʰ i x
пружина	p r u ʑ i n a
пръска	p r ɔ s k a
разрушено	r a z r u ɕ e n o
самара	s a m a r a
шен	ɕ e n
аналози	a n a ɮ o z i
девица	d e v i t͡sʰ a
дъг	d ɔ ɡ
жадни	ʒ a d n i
заразно	z a r a z n o
лиъм	ɮ i ʔ m
медина	m e d i n a
мобилизира	m ɔ b i ɮ i z i r a
мраморни	m r a m ɔ r n i
намираше	n a m i r a ɕ e
трансилвания	tʰ r a n s i ɮ v a n i j a
шише	ɕ i ɕ e
das	d a s
sting	s t i ŋ
vista	v i s t a
ади	a d i
венозна	ʋ e n o z n a
грация	k r a t͡sʰ i j a
деменция	d e m e n t͡sʰ i j a
демир	d e m i r
казина	k a z i n a
кошера	k ɔ ɕ e r a
крах	k r a x
криб	k r i b
кю	kʲ u
нани	n a n i
номинирана	n ɔ m i n i r a n a
сана	s a n a
слав	s ɮ a w
сърна	s ɔ r n a
шини	ɕ i n i
яхния	j a x n i j a
афро	a f r o
карим	k a r i m
круши	k r u ɕ i
кума	k u m a
милс	m i ɮ s
ня	nʲ a
рими	r i m i
help	h é l p
ho	h o
алпи	a ɮ pʰ i
граал	k r aː ɮ
искров	i s k r o v
кардиф	k a r d i f
крас	k r a s
кърма	k ɔ r m a
медна	m e d n a
мърда	m ɔ r d a
шейни	ɕ e j n i
щам	ɕ a m
ba	b a
daddy	d a d d i
por	p o ɾ
бис	b i s
диня	d i n j a
зидария	z i d a r i j a
инерция	i n e r t͡sʰ i j a
казарма	k a z a r m a
куку	k u k u
лан	ɮ a n
марвин	m a r v i n
мариса	m a r i s a
матура	m a tʰ u r a
матюс	m a tʲ u s
мезе	m e z e
прокарва	p r ɔ k a r v a
руля	r u ɮʲ a
румънска	r u m n s k a
сала	s a ɮ a
синди	s i n d i
сми	s m i
срамни	s r a m n i
сценография	s t͡sʰ e n o ɡ r a f i j a
федерико	f e d e r i k o
французина	f r a n t͡sʰ u z i n a
шумна	ɕ u m n a
щанда	ɕ a n d a
holiday	h o l i d a j
must	m u s t
ава	a w a
аида	a j i d a
аркадий	a r k a d iː
жил	d͡ʑ i ɮ
изгоряла	i z ɡ ɔ rʲ a ɮ a
имаща	i m a ɕ a
кралици	k r a ɮ i t͡sʰ i
кулминация	k u ɮ m i n a t͡sʰ i j a
лян	ɮʲ a n
марая	m a r a j a
мерло	m e r ɮ o
мес	m e s
мраз	m r a z
праз	p r a z
прусия	p r u s i j a
рибарско	r i b a r s k o
санди	s a n d i
ситно	s i t n o
суб	s u b
формуляра	f ɔ r m u ɮʲ a r a
хах	x a x
хибридни	x i b r i d n i
яж	j a ʒ
hall	h a l
wait	w a i t
yo	j o
алманах	a ɮ m a n a x
ара	a r a
бездна	b e z d n a
гранада	k r a n a d a
гру	ɡ r u
дафни	d a f n i
едисън	j ɛ d i s ʊ n
ез	j ɛ z
измамите	i z m a m i tʲ e
каб	k a b
камари	k a m a r i
крупни	k r u p n i
кус	k u s
мантия	m a n tʰ i j a
мармалад	m a r m a ɮ a t
размина	r a z m i n a
сас	s a s
финансист	f i n a n s i s t
фокусирана	f ɔ k u s i r a n a
ta	t a
ve	v e
villa	v i l l a
визи	ʋ i z i
графит	k r a f i t
диря	d i rʲ a
ее	j ɛ j ɛ
заразни	z a r a z n i
зими	z i m i
изминаха	i z m i n a x a
казана	k a z a n a
карамфил	k a r a m f i ɮ
лада	ɮ a d a
лила	ɮ i ɮ a
мало	m a ɮ o
невидимо	n e v i d i m o
ника	n i k a
плажен	p ɮ a ʒ e n
приземния	p r i z e m n i j a
програмния	p r ɔ ɡ r a m n i j a
сари	s a r i
славно	s ɮ a w n o
съст	s s t
финансирана	f i n a n s i r a n a
хаваи	x a w a j
храниш	x r a n i ɕ
ja	d ʒ a
still	s t i l
гиза	ɡ i z a
гулянци	ɡ u ɮʲ a n t͡sʰ i
дидо	d i d o
дини	d i n i
имения	i m e n i j a
ирма	i r m a
курц	k u r t͡sʰ
къв	k ɔ w̜
ману	m a n u
миризми	m i r i z m i
призма	p r i z m a
рамбо	r a m b o
хамас	x a m a s
амир	a m i r
бедро	b e d r o
грамада	k r a m a d a
дунавска	d u n a w̜ s k a
замислям	z a m i s ɮʲ a m
играх	i ɡ r a x
изгорял	i z ɡ ɔ rʲ a ɮ
изнасилвания	i z n a s i ɮ v a n i j a
ира	i r a
каро	k a r o
криси	k r i s i
мумия	m u m i j a
мус	m u s
нилс	n i ɮ s
ноща	n ɔ ɕ a
пис	pʰ i s
расизма	r a s i z m a
римлянин	r i m ɮʲ a n i n
сингър	s i ŋ ɡ ʊ r
сканира	s k a n i r a
фан	f a n
це	t͡sʰ e
яз	j a z
яни	j a n i
alt	a l t
hills	h i l s
nu	n u
ti	t i
алиша	a ɮ i ɕ a
армандо	a r m a n d o
грабва	k r a b v a
дезмънд	d e z m ʊ n d
играна	i ɡ r a n a
ламар	ɮ a m a r
лаф	ɮ a f
манди	m a n d i
нано	n a n o
обадиха	ɔ b a d i x a
различи	r a z ɮ i t͡ɕʰ i
разработил	r a z r a b o tʰ i ɮ
рибарска	r i b a r s k a
сбора	s b ɔ r a
схваща	s x w a ɕ a
тирания	tʰ i r a n i j a
фармация	f a r m a t͡sʰ i j a
фашист	f a ɕ i s t
физико	f i z i k o
хiх	x i x
хаас	x aː s
fall	f a l
motors	m ó t o r s
sos	s o s
алина	a ɮ i n a
верн	ʋ e r n
десетка	d e s e t k a
десница	d e s n i t͡sʰ a
единодушни	j ɛ d i n o d u ɕ n i
ест	j ɛ s t
кожух	k ɔ ʑ u x
крана	k r a n a
мосю	m ɔ s j u
напуснах	n a p u s n a x
орсън	ɔ r s ʊ n
рафи	r a f i
рима	r i m a
синоними	s i n o n i m i
славни	s ɮ a w n i
хун	x u n
хуя	x u j a
ценя	t͡sʰ e n j a
ni	n i
алваро	a ɮ v a r o
дейно	d e j n o
евразия	j ɛ v r a z i j a
езра	j ɛ z r a
криво	k r i v o
мазна	m a z n a
марияна	m a r i j a n a
мах	m a x
мерседес	m e r s e d e s
немец	n e m e t͡sʰ
низина	n i z i n a
разнообразно	r a z n oː b r a z n o
рамзес	r a m z e s
угризения	u ɡ r i z e n i j a
украшение	u k r a ɕ e n i j ɛ
фермерски	f e r m e r s k i
фи	f i
формуляри	f ɔ r m u ɮʲ a r i
хоровиц	x ɔ r o v i t͡sʰ
ядосана	j a d ɔ s a n a
ball	b a l
gta	ɡ t a
mo	m o
song	s o ŋ
su	s u
арно	a r n o
арфа	a r f a
асансьори	a s a n sʲ oː r i
бом	b ɔ m
девиза	d e v i z a
деймиън	d e j m i ʔ n
добие	d ɔ b i j ɛ
забранил	z a b r a n i ɮ
изгубва	i z ɡ u b v a
ист	i s t
ками	k a m i
малц	m a ɮ t͡sʰ
махнах	m a x n a x
мико	m i k o
михал	m i x a ɮ
моше	m ɔ ɕ e
надзорния	n a d͡z ɔ r n i j a
прим	p r i m
разсмя	r a z s mʲ a
русенска	r u s e n s k a
сформирана	s f ɔ r m i r a n a
формирана	f ɔ r m i r a n a
хидра	x i d r a
хизбула	x i z b u ɮ a
химера	x i m e r a
чут	t͡ɕʰ u t
ярд	j a r t
george	ɡ e o ɾ ɡ e
personal	p e r s o n aː l
stand	s t a n d
va	v a
анс	a n s
гарантирана	k a r a n tʰ i r a n a
деми	d e m i
зън	z ɔ n
изхожда	i z x ɔ ʑ d͡ʑ a
изясним	i z j a s n i m
имиграция	i m i ɡ r a t͡sʰ i j a
кала	k a ɮ a
капри	k a p r i
крю	k rʲ u
меги	m e ɡ i
модифицирана	m ɔ d i f i t͡sʰ i r a n a
наваро	n a w a r o
нарцис	n a r t͡sʰ i s
радари	r a d a r i
сабрина	s a b r i n a
самопризнания	s a m ɔ p r i z n a n i j a
симба	s i m b a
сузи	s u z i
хандбал	x a n d b a ɮ
явна	j a w n a
pre	p ɾ e
zu	z u
аркадия	a r k a d i j a
доха	d ɔ x a
забие	z a b i j ɛ
идейно	i d e j n o
избягам	i z bʲ a ɣ a m
камбанария	k a m b a n a r i j a
люка	ɮʲ u k a
маруля	m a r u ɮʲ a
матрици	m a tʰ r i t͡sʰ i
мендоса	m e n d o s a
надмина	n a d m i n a
назидание	n a z i d a n i j ɛ
нан	n a n
нарния	n a r n i j a
нахлу	n a x ɮ u
нужния	n u ʑ n i j a
присъща	p r i s ɕ t͡ɕ a
разбрано	r a z b r a n o
самоубийци	s a m oː b iː t͡sʰ i
сардиния	s a r d i n i j a
симбиоза	s i m b i oː z a
финес	f i n e s
цилиндри	t͡sʰ i ɮ i n d r i
юзу	j u z u
юк	j u k
ft	f t
ka	k a
анка	a ŋ k a
гарнизона	ɡ a r n i z o n a
генезис	ɡ e n e z i s
дисбаланс	d i s b a ɮ a n s
илиана	i ɮ i̯ aː n a
кръстю	k r ɔ s tʲ u
намалял	n a m a ɮʲ a ɮ
намирах	n a m i r a x
невидимия	n e v i d i m i j a
прашка	p r a ɕ k a
пружини	p r u ʑ i n i
рида	r i d a
рн	r ə n
рю	rʲ u
сабина	s a b i n a
сик	s i k
хърли	x ɔ r ɮ i
горящи	ɡ ɔ rʲ a ɕ i
гръдна	k r ɔ d n a
даващ	d a w a ɕ
дюма	dʲ u m a
задуши	z a d u ɕ i
илиада	i ɮ i̯ aː d a
камий	k a m iː
каши	k a ɕ i
кох	k ɔ x
краха	k r a x a
кух	k u x
масимо	m a s i m o
матка	m a tʰ k a
махало	m a x a ɮ o
машинист	m a ɕ i n i s t
нe	n e
приказна	p r i k a z n a
раб	r a b
равнец	r a w nʲ ɛ t͡sʰ
славна	s ɮ a w n a
убедиш	u b e d i ɕ
фейт	f e j t
халва	x a ɮ v a
химни	x i m n i
хъб	x ɔ b
arts	a r t s
pa	p a
wolf	w o l f
ya	j a
дъна	d n a
игрална	i ɡ r a ɮ n a
комисаря	k ɔ m i s a rʲ a
мазни	m a z n i
мултимедийни	m u ɮ tʰ i m e d iː n i
наско	n a s k o
нацизма	n a t͡sʰ i z m a
образни	ɔ b r a z n i
прибраха	p r i b r a x a
приляга	p r i ɮʲ a ɣ a
пробация	p r ɔ b a t͡sʰ i j a
рино	r i n o
сади	s a d i
салах	s a ɮ a x
сук	s u k
хавлия	x a w ɮ i j a
хъл	x ɔ ɮ
юра	j u r a
solar	s o l a r
жоро	ʒ ɔ r o
заразна	z a r a z n a
зоро	z ɔ r o
камино	k a m i n o
карабина	k a r a b i n a
краси	k r a s i
лае	ɮ a j
мадама	m a d a m a
мандарин	m a n d a r i n
мандра	m a n d r a
мармарис	m a r m a r i s
мейси	m e j s i
мириса	m i r i s a
мраморна	m r a m ɔ r n a
намаляла	n a m a ɮʲ a ɮ a
размаза	r a z m a z a
разработили	r a z r a b o tʰ i ɮ i
рифа	r i f a
сис	s i s
ска	s k a
сланина	s ɮ a n i n a
указа	u k a z a
украинска	u k r a j i n s k a
хулия	x u ɮ i j a
шатра	ɕ a tʰ r a
шеймъс	ɕ e j m ʊ s
шиш	ɕ i ɕ
щука	ɕ u k a
янус	j a n u s
bull	b u l
lo	l o
walk	w a l k
алианц	a ɮ i̯ aː n t͡sʰ
алхимия	a ɮ x i m i j a
балсам	b a ɮ s a m
гриф	ɡ r i f
звездно	z ʋ ɛ z d n o
кюрди	kʲ u r d i
лала	ɮ a ɮ a
ратифицира	r a tʰ i f i t͡sʰ i r a
бесни	b e s n i
градинари	k r a d i n a r i
зиг	z i ɡ
зина	z i n a
минас	m i n a s
носна	n ɔ s n a
салазар	s a ɮ a z a r̥
самир	s a m i r
слез	s ɮʲ ɛ z
уърлд	u ʔ r ɮ d
хуни	x u n i
